Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2909210,-,-,-,30.97,66.42,4,1249,4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2018,1,1,0,30,7.6000000000000005,0,0,0,7,4.9,0,0,0,0,0.262,82.8,165.89000000000001,0.28,874,1.9000000000000001,168,1
2018,1,1,1,30,7.5,0,0,0,7,5.2,0,0,0,0,0.264,85.06,153.8,0.28,874,1.9000000000000001,162,1.5
2018,1,1,2,30,7.4,0,0,0,7,5.4,0,0,0,0,0.266,86.96000000000001,141.01,0.28,873,1.9000000000000001,175,2.1
2018,1,1,3,30,7.4,0,0,0,7,5.5,0,0,0,0,0.268,87.52,128.18,0.28,873,1.9000000000000001,182,2.3000000000000003
2018,1,1,4,30,3.3000000000000003,0,0,0,0,-23,0,0,0,0,0.27,12.47,115.52,0.28,871,0.2,100,1.2000000000000002
2018,1,1,5,30,3.3000000000000003,0,0,0,1,-23,0,0,0,0,0.269,12.540000000000001,103.16,0.28,871,0.2,107,1.1
2018,1,1,6,30,4.2,0,0,0,0,-22.900000000000002,0,0,0,0,0.268,11.870000000000001,91.3,0.28,871,0.2,115,1
2018,1,1,7,30,6.6000000000000005,40,707,161,0,-21.200000000000003,40,707,0,161,0.267,11.66,80.12,0.28,872,0.2,118,0.9
2018,1,1,8,30,9.700000000000001,57,903,363,0,-21.8,57,903,0,363,0.266,8.97,70.22,0.28,872,0.2,230,0.9
2018,1,1,9,30,12.3,67,987,530,0,-22.1,67,987,0,530,0.265,7.32,62.02,0.28,872,0.2,336,1.5
2018,1,1,10,30,13.9,75,1020,640,0,-21.6,75,1020,0,640,0.265,6.890000000000001,56.34,0.28,871,0.2,325,2.2
2018,1,1,11,30,14.9,77,1033,684,0,-21.3,77,1033,0,684,0.265,6.640000000000001,53.980000000000004,0.28,870,0.2,319,2.6
2018,1,1,12,30,15.3,76,1025,658,0,-21,76,1025,0,658,0.264,6.640000000000001,55.370000000000005,0.28,870,0.2,315,2.7
2018,1,1,13,30,15.200000000000001,69,998,564,0,-20.8,69,998,0,564,0.264,6.83,60.26,0.28,870,0.2,311,2.7
2018,1,1,14,30,14,61,929,411,0,-20.6,61,929,0,411,0.263,7.5,67.88,0.28,869,0.2,306,2.1
2018,1,1,15,30,10.9,46,775,215,0,-18.8,46,775,0,215,0.262,10.72,77.4,0.28,869,0.2,297,1.5
2018,1,1,16,30,8.1,15,304,26,0,-18.1,15,304,0,26,0.261,13.67,88.04,0.28,870,0.2,290,1.4000000000000001
2018,1,1,17,30,7.6000000000000005,0,0,0,0,-18.900000000000002,0,0,0,0,0.26,13.31,100,0.28,870,0.2,289,1.2000000000000002
2018,1,1,18,30,7.7,0,0,0,0,-19,0,0,0,0,0.26,13.01,112.25,0.28,870,0.30000000000000004,298,0.8
2018,1,1,19,30,7.300000000000001,0,0,0,0,-19.1,0,0,0,0,0.259,13.36,124.86,0.28,870,0.30000000000000004,180,0.5
2018,1,1,20,30,6.2,0,0,0,0,-19.3,0,0,0,0,0.26,14.14,137.67000000000002,0.28,870,0.30000000000000004,66,0.9
2018,1,1,21,30,4.800000000000001,0,0,0,0,-19.5,0,0,0,0,0.26,15.33,150.49,0.28,870,0.30000000000000004,85,1.3
2018,1,1,22,30,3.9000000000000004,0,0,0,0,-19.6,0,0,0,0,0.261,16.11,162.89000000000001,0.28,870,0.30000000000000004,92,1.5
2018,1,1,23,30,3.2,0,0,0,0,-19.8,0,0,0,0,0.261,16.7,171.78,0.28,870,0.30000000000000004,95,1.6
2018,1,2,0,30,2.7,0,0,0,0,-19.900000000000002,0,0,0,0,0.262,17.06,165.93,0.28,869,0.30000000000000004,98,1.7000000000000002
2018,1,2,1,30,2.4000000000000004,0,0,0,0,-20.1,0,0,0,0,0.262,17.240000000000002,153.88,0.28,869,0.30000000000000004,100,1.7000000000000002
2018,1,2,2,30,2.5,0,0,0,0,-20.200000000000003,0,0,0,0,0.262,16.94,141.1,0.28,868,0.30000000000000004,103,1.7000000000000002
2018,1,2,3,30,2.5,0,0,0,0,-20.3,0,0,0,0,0.262,16.79,128.27,0.28,868,0.2,105,1.7000000000000002
2018,1,2,4,30,2.7,0,0,0,0,-20.400000000000002,0,0,0,0,0.261,16.42,115.58,0.28,868,0.2,109,1.7000000000000002
2018,1,2,5,30,2.9000000000000004,0,0,0,1,-20.400000000000002,0,0,0,0,0.261,16.09,103.21000000000001,0.28,869,0.2,114,1.7000000000000002
2018,1,2,6,30,4,0,0,0,1,-20.5,0,0,0,0,0.261,14.84,91.34,0.28,869,0.2,118,1.6
2018,1,2,7,30,7.5,39,712,161,1,-19.3,39,712,0,161,0.262,12.91,80.15,0.28,869,0.2,124,1.7000000000000002
2018,1,2,8,30,11.600000000000001,57,905,363,1,-19.6,57,905,0,363,0.263,9.52,70.23,0.28,870,0.2,149,1.7000000000000002
2018,1,2,9,30,14.5,67,987,530,0,-20.400000000000002,67,987,0,530,0.264,7.3500000000000005,62.01,0.28,869,0.2,193,1.7000000000000002
2018,1,2,10,30,16.5,73,1007,632,0,-20.3,73,1007,0,632,0.265,6.53,56.29,0.28,869,0.30000000000000004,222,2.1
2018,1,2,11,30,17.5,75,1021,677,0,-20.3,75,1021,0,677,0.266,6.140000000000001,53.9,0.28,868,0.30000000000000004,227,2.6
2018,1,2,12,30,18,73,1016,652,0,-20.400000000000002,73,1016,0,652,0.266,5.91,55.26,0.28,867,0.30000000000000004,231,2.8000000000000003
2018,1,2,13,30,17.8,68,986,559,0,-20.400000000000002,68,986,0,559,0.265,5.96,60.13,0.28,867,0.30000000000000004,235,2.8000000000000003
2018,1,2,14,30,16.400000000000002,60,917,408,0,-20.3,60,917,0,408,0.264,6.5600000000000005,67.74,0.28,867,0.30000000000000004,239,2.1
2018,1,2,15,30,13.3,46,764,214,0,-17.6,46,764,0,214,0.264,10.09,77.27,0.28,867,0.30000000000000004,246,1.4000000000000001
2018,1,2,16,30,11.100000000000001,16,303,27,0,-17.5,16,303,0,27,0.264,11.83,87.92,0.28,867,0.30000000000000004,244,1.2000000000000002
2018,1,2,17,30,10.700000000000001,0,0,0,0,-18,0,0,0,0,0.264,11.61,99.86,0.28,868,0.30000000000000004,212,0.9
2018,1,2,18,30,9.700000000000001,0,0,0,0,-18.1,0,0,0,0,0.264,12.32,112.12,0.28,868,0.30000000000000004,165,1
2018,1,2,19,30,7.6000000000000005,0,0,0,0,-18.3,0,0,0,0,0.264,13.91,124.73,0.28,868,0.4,142,1.5
2018,1,2,20,30,5.6000000000000005,0,0,0,0,-18.5,0,0,0,0,0.264,15.69,137.54,0.28,868,0.4,137,1.8
2018,1,2,21,30,4.4,0,0,0,0,-18.8,0,0,0,0,0.264,16.7,150.36,0.28,868,0.4,136,2.1
2018,1,2,22,30,3.9000000000000004,0,0,0,0,-19.1,0,0,0,0,0.264,16.9,162.75,0.28,867,0.4,136,2.2
2018,1,2,23,30,3.6,0,0,0,0,-19.3,0,0,0,0,0.264,16.92,171.67000000000002,0.28,867,0.4,137,2.4000000000000004
2018,1,3,0,30,3.5,0,0,0,0,-19.400000000000002,0,0,0,0,0.264,16.84,165.96,0.28,866,0.30000000000000004,141,2.5
2018,1,3,1,30,3.3000000000000003,0,0,0,0,-19.3,0,0,0,0,0.264,17.32,153.94,0.28,866,0.4,148,2.7
2018,1,3,2,30,3.2,0,0,0,0,-18.8,0,0,0,0,0.263,18.18,141.17000000000002,0.28,866,0.4,155,2.8000000000000003
2018,1,3,3,30,3.1,0,0,0,0,-18.1,0,0,0,0,0.263,19.46,128.33,0.28,866,0.4,159,2.9000000000000004
2018,1,3,4,30,3,0,0,0,0,-16.8,0,0,0,0,0.262,21.72,115.64,0.28,867,0.4,162,3.3000000000000003
2018,1,3,5,30,2.9000000000000004,0,0,0,0,-14.8,0,0,0,0,0.262,25.8,103.26,0.28,867,0.4,159,3.5
2018,1,3,6,30,4.800000000000001,0,0,0,0,-12.4,0,0,0,0,0.262,27.61,91.38,0.28,868,0.4,157,4.3
2018,1,3,7,30,8.6,51,539,143,0,-10.3,51,539,0,143,0.263,25.02,80.17,0.28,868,0.5,158,5.5
2018,1,3,8,30,12.100000000000001,77,769,337,0,-8.5,77,769,0,337,0.264,22.900000000000002,70.23,0.28,868,0.5,172,6.7
2018,1,3,9,30,14.5,92,867,499,0,-7.1000000000000005,92,867,0,499,0.264,21.88,61.980000000000004,0.28,868,0.5,187,7.2
2018,1,3,10,30,16.1,103,899,603,0,-8,103,899,0,603,0.265,18.38,56.230000000000004,0.28,867,0.6000000000000001,194,7.2
2018,1,3,11,30,17.1,111,905,645,0,-8.700000000000001,111,905,0,645,0.265,16.26,53.81,0.28,866,0.6000000000000001,199,7
2018,1,3,12,30,17.6,115,880,618,0,-9.1,115,880,0,618,0.265,15.36,55.15,0.28,866,0.6000000000000001,204,6.800000000000001
2018,1,3,13,30,17.5,115,812,521,0,-9.1,115,812,0,521,0.265,15.450000000000001,60,0.28,865,0.7000000000000001,207,6.6000000000000005
2018,1,3,14,30,16.5,105,695,370,0,-8.700000000000001,105,695,0,370,0.265,17.01,67.6,0.28,865,0.7000000000000001,209,5.7
2018,1,3,15,30,13.200000000000001,79,475,185,0,-7.7,79,475,0,185,0.266,22.59,77.12,0.28,865,0.7000000000000001,207,3.7
