Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Latitude,Longitude
2017,1,1,0,30,7.8,0,0,0,0,-19.3,0,0,0,0,0.264,12.66,169.03,0.31,961,0.7,38,1.2,30.97,61.82
2017,1,1,1,30,6.9,0,0,0,1,-19.4,0,0,0,0,0.264,13.37,157.66,0.31,961,0.7,34,1.3,,
2017,1,1,2,30,6.1,0,0,0,0,-19.3,0,0,0,0,0.263,14.19,144.98,0.31,961,0.6,33,1.3,,
2017,1,1,3,30,5.8,0,0,0,0,-19.1,0,0,0,0,0.263,14.71,132.13,0.31,961,0.6,34,1.2,,
2017,1,1,4,30,8.8,0,0,0,0,-3.3,0,0,0,0,0.235,42.3,119.4,0.28,960,1.4,89,1.3,,
2017,1,1,5,30,8.4,0,0,0,0,-4.1,0,0,0,0,0.235,40.86,106.92,0.28,961,1.4,104,1.4,,
2017,1,1,6,30,8.9,0,0,0,4,-5.1,0,0,0,0,0.235,36.68,94.88,0.28,962,1.5,116,1.3,,
2017,1,1,7,30,11.1,44,284,77,1,-5.9,44,284,0,77,0.235,29.84,83.39,0.28,962,1.5,122,1.5,,
2017,1,1,8,30,13.9,84,592,256,0,-6.4,84,592,0,256,0.236,24.01,73.11,0.28,963,1.5,121,1.5,,
2017,1,1,9,30,16.6,106,726,420,3,-6.5,189,204,1,277,0.236,20,64.31,0.28,963,1.6,99,0.9,,
2017,1,1,10,30,19.2,118,794,542,2,-6.6,203,443,0,439,0.236,16.88,57.75,0.28,962,1.6,60,0.4,,
2017,1,1,11,30,21.5,123,827,606,1,-6.3,123,827,0,606,0.236,14.9,54.29,0.28,961,1.5,172,0.3,,
2017,1,1,12,30,23.2,120,830,602,7,-5.5,211,495,3,499,0.235,14.33,54.52,0.28,960,1.5,308,0.7,,
2017,1,1,13,30,23.8,117,789,531,7,-5,234,256,3,368,0.234,14.32,58.4,0.28,959,1.5,320,0.9,,
2017,1,1,14,30,23.5,102,721,404,7,-4.8,181,206,3,267,0.234,14.8,65.27,0.28,959,1.5,342,0.9,,
2017,1,1,15,30,21.9,78,575,234,1,-4.4,78,575,0,234,0.234,16.86,74.29,0.28,958,1.5,193,0.9,,
2017,1,1,16,30,19.4,36,237,58,7,-4.3,32,45,3,36,0.234,19.75,84.7,0.28,958,1.4,43,1.1,,
2017,1,1,17,30,17.5,0,0,0,7,-5,0,0,0,0,0.235,21.12,96.31,0.28,959,1.4,66,1.4,,
2017,1,1,18,30,16.2,0,0,0,7,-5.4,0,0,0,0,0.235,22.3,108.41,0.28,959,1.4,84,1.5,,
