Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Latitude,Longitude
2017,1,1,0,30,4.2,0,0,0,0,-13.4,0,0,0,0,0.28,26.44,166.71,0.24,932,0.4,212,2.1,35.25,62.3
2017,1,1,1,30,3.9,0,0,0,0,-13.7,0,0,0,0,0.279,26.42,165.5,0.24,932,0.4,215,2.2,,
2017,1,1,2,30,3.7,0,0,0,0,-13.9,0,0,0,0,0.278,26.36,155.85,0.24,932,0.4,217,2.2,,
2017,1,1,3,30,3.5,0,0,0,0,-14,0,0,0,0,0.276,26.59,144.1,0.24,932,0.4,219,2.1,,
2017,1,1,4,30,3.4,0,0,0,0,-13.9,0,0,0,0,0.276,26.87,131.9,0.24,932,0.4,220,2.1,,
2017,1,1,5,30,3.6,0,0,0,0,-4.3,0,0,0,0,0.256,56.33,119.71,0.18,934,1.4,15,0.7,,
2017,1,1,6,30,3.2,0,0,0,4,-4.2,0,0,0,0,0.256,58.13,107.76,0.18,934,1.3,14,0.7,,
2017,1,1,7,30,3.6,0,0,0,7,-4.3,0,0,0,0,0.256,56.45,96.25,0.18,934,1.3,166,0.7,,
2017,1,1,8,30,5.7,35,161,48,7,-4.1,28,9,3,29,0.255,49.52,85.28,0.18,934,1.3,307,1.1,,
2017,1,1,9,30,9,81,504,205,4,-3.4,15,0,3,15,0.254,41.4,75.65,0.18,934,1.3,293,1.7,,
2017,1,1,10,30,12.1,103,670,359,2,-3.8,165,102,1,204,0.253,32.86,67.49,0.18,934,1.3,296,2,,
2017,1,1,11,30,14.8,121,723,466,4,-3.6,212,92,0,256,0.252,27.8,61.54,0.18,933,1.3,296,2.4,,
2017,1,1,12,30,16.8,123,769,524,4,-3.6,192,16,0,200,0.252,24.53,58.49,0.18,932,1.3,290,2.8,,
2017,1,1,13,30,18,118,779,521,2,-3.6,232,264,0,369,0.252,22.78,58.8,0.18,931,1.3,285,3.2,,
2017,1,1,14,30,18.4,100,780,461,4,-3.5,192,46,0,214,0.254,22.31,62.44,0.18,931,1.3,283,3.4,,
2017,1,1,15,30,17.3,87,697,339,7,-3.3,152,192,0,222,0.257,24.24,68.86,0.18,930,1.4,289,2.6,,
2017,1,1,16,30,14.8,64,528,180,7,-1.4,31,0,3,31,0.259,32.9,77.34,0.18,930,1.4,312,1.4,,
2017,1,1,17,30,12.6,21,131,28,7,-1.3,8,0,3,8,0.261,38.22,87.15,0.18,930,1.4,195,1,,
2017,1,1,18,30,11.5,0,0,0,7,-1.9,0,0,0,0,0.261,39.24,98.33,0.18,931,1.4,91,1.1,,
2017,1,1,19,30,10.8,0,0,0,4,-1.9,0,0,0,0,0.261,41.01,109.94,0.18,931,1.4,132,1.4,,
2017,1,1,20,30,10.7,0,0,0,7,-1.9,0,0,0,0,0.261,41.29,121.96,0.18,931,1.4,154,1.6,,
2017,1,1,21,30,10.8,0,0,0,7,-2,0,0,0,0,0.261,40.86,134.17,0.18,930,1.4,176,1.9,,
2017,1,1,22,30,11,0,0,0,4,-2.1,0,0,0,0,0.261,40.01,146.33,0.18,930,1.5,195,2.4,,
2017,1,1,23,30,11.1,0,0,0,7,-2.3,0,0,0,0,0.261,39.27,157.87,0.18,929,1.5,204,2.9,,
2017,1,2,0,30,11.2,0,0,0,7,-2.3,0,0,0,0,0.261,38.74,166.57,0.18,929,1.6,209,3.2,,
2017,1,2,1,30,11.2,0,0,0,7,-2.4,0,0,0,0,0.262,38.65,165.47,0.18,929,1.7,218,3.3,,
2017,1,2,2,30,11.3,0,0,0,7,-2.3,0,0,0,0,0.262,38.55,155.9,0.18,929,1.8,230,3.5,,
2017,1,2,3,30,11.2,0,0,0,7,-2.2,0,0,0,0,0.262,39.17,144.17,0.18,929,1.8,238,3.8,,
2017,1,2,4,30,11.2,0,0,0,6,-1.9,0,0,0,0,0.262,40.08,131.97,0.18,930,1.9,238,3.9,,
2017,1,2,5,30,10.8,0,0,0,7,-1.2,0,0,0,0,0.262,43.43,119.77,0.18,930,2,222,4.6,,
2017,1,2,6,30,10.7,0,0,0,7,0.3,0,0,0,0,0.263,48.55,107.8,0.18,930,2.1,213,5.2,,
2017,1,2,7,30,10.7,0,0,0,4,2.3,0,0,0,0,0.264,56.03,96.28,0.18,931,2.1,206,5.7,,
2017,1,2,8,30,11.7,34,162,47,8,4.1,5,0,3,5,0.265,59.7,85.31,0.18,931,2.1,203,6.1,,
2017,1,2,9,30,14,78,494,201,7,5.3,9,0,3,9,0.266,55.66,75.65,0.18,931,2.1,209,6.3,,
