Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2818969,-,-,-,35.25,62.3,5,718,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2019,1,1,0,30,4.3,0,0,0,6,-0.7000000000000001,0,0,0,0,0.382,69.98,166.77,0.24,928,1.2000000000000002,192,2.2
2019,1,1,1,30,4,0,0,0,7,-0.1,0,0,0,0,0.381,74.41,165.5,0.24,928,1.3,208,2.2
2019,1,1,2,30,3.8000000000000003,0,0,0,6,0.4,0,0,0,0,0.381,78.72,155.83,0.24,928,1.3,216,1.8
2019,1,1,3,30,3.5,0,0,0,6,0.9,0,0,0,0,0.381,82.86,144.07,0.24,928,1.4000000000000001,220,1.4000000000000001
2019,1,1,4,30,3.4000000000000004,0,0,0,6,1,0,0,0,0,0.381,84.57000000000001,131.87,0.24,927,1.4000000000000001,221,1.2000000000000002
2019,1,1,5,30,3.1,0,0,0,7,1.2000000000000002,0,0,0,0,0.294,87.23,119.69,0.18,934,1.6,277,0.7000000000000001
2019,1,1,6,30,3.1,0,0,0,4,1.3,0,0,0,0,0.294,87.89,107.73,0.18,935,1.5,260,0.6000000000000001
2019,1,1,7,30,3.3000000000000003,0,0,0,4,1.4000000000000001,0,0,0,0,0.293,87.08,96.22,0.18,935,1.5,244,0.7000000000000001
2019,1,1,8,30,4.3,36,49,40,4,1.5,5,0,3,5,0.292,82.05,85.27,0.18,936,1.4000000000000001,239,1.3
2019,1,1,9,30,6,114,307,190,0,1.7000000000000002,114,307,0,190,0.29,74.07000000000001,75.64,0.18,936,1.3,244,1.9000000000000001
2019,1,1,10,30,7.9,152,491,340,3,2.2,29,0,0,29,0.289,67.3,67.5,0.18,936,1.2000000000000002,257,2.4000000000000004
2019,1,1,11,30,9.600000000000001,165,604,452,3,2.5,39,0,0,39,0.28800000000000003,61.43,61.56,0.18,936,1.2000000000000002,272,2.8000000000000003
2019,1,1,12,30,10.8,164,669,514,4,2.6,105,0,0,105,0.28500000000000003,56.74,58.52,0.18,935,1.1,284,3
2019,1,1,13,30,11.600000000000001,157,684,510,3,2.3000000000000003,139,0,3,139,0.28200000000000003,53,58.85,0.18,935,1.1,295,3
2019,1,1,14,30,11.9,130,694,451,2,2,116,0,3,116,0.28,50.74,62.5,0.18,934,1.1,307,2.8000000000000003
