Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2788265,-,-,-,34.29,60.9,4,1128,4,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2019,1,1,0,30,0.8,0,0,0,6,0.8,0,0,0,0,0.382,99.84,166.94,0.24,888,1.2000000000000002,162,1.3
2019,1,1,1,30,0.8,0,0,0,6,0.6000000000000001,0,0,0,0,0.38,98.8,157.26,0.24,888,1.2000000000000002,154,0.9
2019,1,1,2,30,1.1,0,0,0,6,0.6000000000000001,0,0,0,0,0.377,96.8,145.36,0.24,888,1.2000000000000002,272,0.8
2019,1,1,3,30,1.2000000000000002,0,0,0,6,0.8,0,0,0,0,0.377,97.32000000000001,133.01,0.24,888,1.3,246,0.9
2019,1,1,4,30,1.9000000000000001,0,0,0,0,1.9000000000000001,0,0,0,0,0.28800000000000003,100,120.68,0.23,894,1.3,39,0.8
2019,1,1,5,30,1.3,0,0,0,0,1.3,0,0,0,0,0.28600000000000003,100,108.57000000000001,0.23,895,1.2000000000000002,37,0.8
2019,1,1,6,30,1.3,0,0,0,0,1.3,0,0,0,0,0.28300000000000003,100,96.9,0.23,896,1.1,36,0.7000000000000001
2019,1,1,7,30,2.6,34,92,41,0,2.1,34,92,0,41,0.28200000000000003,96.24000000000001,85.73,0.23,897,1.1,30,0.9
2019,1,1,8,30,5.1000000000000005,92,442,200,0,2.3000000000000003,92,442,0,200,0.281,82.23,75.86,0.23,897,1,160,1.3
2019,1,1,9,30,7.7,117,642,364,0,2.9000000000000004,117,642,0,364,0.281,71.66,67.41,0.23,897,0.9,278,1.8
2019,1,1,10,30,9.700000000000001,122,754,486,0,2.7,122,754,0,486,0.28,61.800000000000004,61.120000000000005,0.23,897,0.9,262,2.5
2019,1,1,11,30,11.100000000000001,121,811,554,0,1.8,121,811,0,554,0.28,52.85,57.72,0.23,896,0.9,261,3.1
2019,1,1,12,30,12,115,832,559,0,0.7000000000000001,115,832,0,559,0.278,46.04,57.730000000000004,0.23,895,0.8,263,3.5
2019,1,1,13,30,12.5,100,826,499,0,-0.2,100,826,0,499,0.277,41.57,61.15,0.23,895,0.8,265,3.7
2019,1,1,14,30,12.200000000000001,88,758,378,0,-1.1,88,758,0,378,0.275,39.800000000000004,67.46000000000001,0.23,895,0.8,269,3.5
2019,1,1,15,30,10.200000000000001,67,614,217,0,-1.1,67,614,0,217,0.273,45.43,75.92,0.23,895,0.7000000000000001,273,2.3000000000000003
2019,1,1,16,30,7.6000000000000005,30,240,47,0,0.6000000000000001,30,240,0,47,0.273,61.34,85.79,0.23,896,0.7000000000000001,279,1.5
2019,1,1,17,30,6.300000000000001,0,0,0,0,-1.1,0,0,0,0,0.273,59.18,96.97,0.23,896,0.7000000000000001,286,1.4000000000000001
2019,1,1,18,30,5.5,0,0,0,0,-1.6,0,0,0,0,0.272,60.1,108.65,0.23,897,0.7000000000000001,296,1.4000000000000001
2019,1,1,19,30,4.800000000000001,0,0,0,0,-2.1,0,0,0,0,0.271,61.17,120.76,0.23,897,0.7000000000000001,308,1.3
2019,1,1,20,30,4.2,0,0,0,0,-2.4000000000000004,0,0,0,0,0.27,62.01,133.1,0.23,897,0.7000000000000001,320,1.2000000000000002
2019,1,1,21,30,3.7,0,0,0,0,-2.7,0,0,0,0,0.268,62.78,145.44,0.23,897,0.7000000000000001,333,1.1
2019,1,1,22,30,3.1,0,0,0,0,-2.9000000000000004,0,0,0,0,0.266,64.64,157.33,0.23,897,0.7000000000000001,345,1
2019,1,1,23,30,2.4000000000000004,0,0,0,0,-2.9000000000000004,0,0,0,0,0.265,68,166.92000000000002,0.23,897,0.7000000000000001,178,1
2019,1,2,0,30,1.6,0,0,0,0,-2.8000000000000003,0,0,0,0,0.264,72.79,166.92000000000002,0.23,897,0.7000000000000001,8,1
2019,1,2,1,30,0.9,0,0,0,0,-2.5,0,0,0,0,0.264,77.85000000000001,157.32,0.23,897,0.8,18,1
2019,1,2,2,30,0.4,0,0,0,0,-2.3000000000000003,0,0,0,0,0.263,81.86,145.43,0.23,897,0.8,28,1.1
2019,1,2,3,30,0.2,0,0,0,0,-2.2,0,0,0,0,0.263,83.92,133.08,0.23,897,0.8,33,1.1
2019,1,2,4,30,-0.4,0,0,0,0,-2.1,0,0,0,0,0.264,88.21000000000001,120.74000000000001,0.23,897,0.7000000000000001,50,1.2000000000000002
2019,1,2,5,30,-0.6000000000000001,0,0,0,0,-2.1,0,0,0,0,0.266,89.64,108.62,0.23,897,0.7000000000000001,61,1.2000000000000002
2019,1,2,6,30,-0.30000000000000004,0,0,0,0,-2.2,0,0,0,0,0.266,87.06,96.94,0.23,897,0.7000000000000001,85,1.1
2019,1,2,7,30,1.6,29,270,49,0,-2.2,29,270,0,49,0.266,75.73,85.75,0.23,898,0.7000000000000001,129,1.5
2019,1,2,8,30,4.6000000000000005,64,639,220,0,-2,64,639,0,220,0.266,62.45,75.87,0.23,898,0.7000000000000001,165,2.3000000000000003
2019,1,2,9,30,7.300000000000001,82,790,386,0,-1.8,82,790,0,386,0.267,52.33,67.4,0.23,898,0.7000000000000001,180,3.3000000000000003
2019,1,2,10,30,9.700000000000001,87,876,511,1,-1.7000000000000002,87,876,0,511,0.267,45.07,61.08,0.23,897,0.7000000000000001,188,4.3
2019,1,2,11,30,11.100000000000001,92,903,576,0,-1.7000000000000002,92,903,0,576,0.267,40.86,57.65,0.23,896,0.7000000000000001,194,4.800000000000001
2019,1,2,12,30,12,93,895,572,0,-1.8,93,895,0,572,0.268,38.4,57.63,0.23,895,0.8,198,4.800000000000001
2019,1,2,13,30,12.5,93,852,506,0,-1.8,93,852,0,506,0.268,37.07,61.03,0.23,895,0.8,200,4.6000000000000005
2019,1,2,14,30,12.200000000000001,83,773,381,0,-1.8,83,773,0,381,0.269,37.88,67.33,0.23,895,0.9,198,3.9000000000000004
2019,1,2,15,30,9.8,66,617,217,0,-1,66,617,0,217,0.27,46.97,75.78,0.23,895,0.9,190,2.5
2019,1,2,16,30,6.7,30,240,48,3,0.7000000000000001,13,0,3,13,0.271,65.42,85.66,0.23,895,0.9,176,1.8
2019,1,2,17,30,5.300000000000001,0,0,0,4,0.1,0,0,0,0,0.272,69.07000000000001,96.83,0.23,896,1,166,2
2019,1,2,18,30,4.800000000000001,0,0,0,4,0.30000000000000004,0,0,0,0,0.273,72.76,108.51,0.23,896,1,164,2.2
2019,1,2,19,30,4.6000000000000005,0,0,0,4,0.6000000000000001,0,0,0,0,0.275,75.26,120.62,0.23,896,1.1,165,2.3000000000000003
2019,1,2,20,30,4.6000000000000005,0,0,0,1,0.9,0,0,0,0,0.276,77.03,132.96,0.23,896,1.2000000000000002,166,2.4000000000000004
2019,1,2,21,30,4.5,0,0,0,4,1.1,0,0,0,0,0.276,78.52,145.3,0.23,895,1.3,167,2.4000000000000004
